,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,255,253,255,254,250,251,254,254,252,254,254,254,254,255,241,255,254,254,245,254,249,255,253,255,255,255,255,249
1,255,246,255,244,254,254,244,249,254,254,254,244,247,251,252,255,253,254,251,254,249,254,245,253,253,250,255,255
2,251,255,230,204,202,202,206,229,235,248,254,254,254,255,255,253,252,254,254,254,253,255,255,255,255,255,250,255
3,255,236,51,11,21,9,47,34,45,65,89,120,133,132,136,126,124,125,115,105,99,108,104,97,166,244,248,254
4,236,218,33,0,17,11,23,6,15,23,9,16,18,5,11,6,11,17,17,6,9,17,20,12,29,212,255,251
5,255,247,155,91,74,81,15,32,1,41,20,11,14,5,21,22,27,11,14,19,33,18,14,10,69,235,255,242
6,247,244,255,252,254,251,59,10,49,170,181,159,158,146,152,143,92,23,24,100,190,191,192,198,213,255,255,241
7,255,255,253,255,254,238,69,10,30,218,254,245,253,254,255,251,163,28,1,117,254,255,252,253,255,246,249,255
8,255,248,255,250,254,242,80,7,31,191,254,254,253,254,255,251,162,13,16,126,254,254,253,255,255,255,255,255
9,255,250,255,250,254,248,92,13,23,183,254,253,254,255,255,253,164,14,16,126,254,255,252,255,255,255,255,255
10,255,253,255,250,254,254,109,18,14,175,254,252,254,255,255,255,166,14,15,125,254,255,253,254,255,255,255,255
11,254,255,255,250,254,254,121,18,10,170,252,253,254,255,255,255,170,16,13,123,254,255,253,253,255,255,255,255
12,255,255,255,251,253,254,128,14,11,170,252,254,254,255,255,255,176,18,12,120,254,255,254,253,255,255,255,255
13,255,255,254,255,253,253,130,9,14,171,252,254,254,254,254,255,183,20,9,116,253,255,255,254,255,255,255,255
14,255,253,250,255,254,250,132,8,15,170,250,254,254,253,253,255,188,22,8,113,251,255,255,255,255,255,255,255
15,255,250,247,254,254,249,133,9,14,168,248,253,254,252,253,254,191,23,6,111,249,254,255,255,255,255,255,255
16,251,250,245,254,254,253,123,11,21,168,254,247,247,254,254,254,184,30,17,90,254,254,242,253,254,255,255,255
17,254,254,254,254,242,254,134,12,1,154,254,254,254,254,249,251,200,10,21,90,188,216,250,254,254,255,255,255
18,254,251,248,254,249,254,130,0,18,146,243,254,254,252,249,254,192,28,29,23,12,46,139,241,254,255,255,255
19,236,254,254,211,182,149,74,20,7,61,96,98,101,98,90,88,75,11,21,17,23,16,23,152,254,255,255,255
20,254,254,194,34,17,0,8,33,21,23,16,11,17,20,12,6,20,16,21,14,34,13,1,110,254,255,255,255
21,239,249,172,4,17,16,16,14,20,16,15,18,23,26,27,26,21,14,24,24,37,64,109,211,255,255,255,255
22,255,255,230,119,101,128,158,185,195,193,199,201,192,189,190,189,195,177,188,212,235,245,254,251,255,255,255,255
23,252,248,255,255,240,255,251,255,255,249,254,255,250,252,255,254,254,254,252,247,254,246,254,249,255,255,255,255
24,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,254,254,255,255,255,255,255,255,255
25,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255
26,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
27,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
